Market Segment,Country/Region,Sales,Profit
Education,China,4275.51,1908.34
Education,Brazil,1425.38,212.17
Healthcare,Brazil,8757.17,1221.01
Education,India,44143.87,21466.93
Healthcare,Australia,12753.83,2772.82
Education,Brazil,48537.54,21576.14
Manufacturing,Japan,30267.26,9824.86
Manufacturing,Germany,12625.67,2476.71
Education,UK,25359.41,5528.39
Finance,China,11735.65,3107.4
Finance,Australia,49214.7,7865.13
Finance,Canada,42515.98,16325.4
Finance,China,2285.7,610.42
Finance,UK,47441.03,21618.44
Technology,USA,36332.19,16940.28
Healthcare,China,5036.68,2344.36
Manufacturing,France,33861.25,12180.7
Education,Germany,32699.41,9497.04
Technology,UK,11720.65,1567.65
Technology,Japan,38163.89,15349.82
Manufacturing,Brazil,5266.17,714.22
Finance,China,24982.81,4321.73
Manufacturing,France,1486.24,649.64
Technology,UK,48468.14,21398.1
Education,Germany,37826.62,10360.01
Healthcare,Japan,8783.75,3407.99
Technology,Japan,17742.03,3336.4
Finance,Brazil,8867.56,4067.31
Education,UK,38564.26,13944.94
Technology,Germany,3885.92,1721.78
Manufacturing,Canada,42179.93,10830.31
Education,China,47167.62,5471.54
Manufacturing,France,34154.77,16983.87
Education,India,11435.31,4629.7
Education,Canada,18644.41,3105.68
Technology,Australia,24384.75,8681.89
Manufacturing,Germany,30626.61,14647.1
Education,China,33764.49,15508.13
Manufacturing,Brazil,28156.52,13402.2
Education,China,18214.38,2622.42
Finance,India,44654.95,19722.6
Healthcare,China,4988.21,2277.25
Healthcare,France,23846.55,4109.18
Manufacturing,France,39002.68,14938.41
Manufacturing,Canada,3982.76,1501.86
Education,Australia,35561.43,13352.08
Education,Australia,41165.87,13546.04
Education,Canada,33380.73,6516.95
Manufacturing,Australia,1633.91,233.68
Education,France,9826.71,1948.69
Healthcare,Brazil,17763.54,8273.33
Education,Australia,12450.81,2369.15
Education,Canada,48169.95,13136.34
Finance,China,32928.1,9100.11
Finance,China,15551.58,7305.23
Technology,Brazil,46555.18,6797.67
Manufacturing,India,37289.12,10866.5
Technology,USA,14945.75,6333.8
Education,Canada,19565.2,2439.74
Healthcare,Brazil,10772.01,4290.25
Manufacturing,USA,48582.63,6685.57
Manufacturing,Australia,26347.53,7402.17
Manufacturing,UK,44906.78,7328.07
Education,UK,17978.49,4601.27
Technology,Germany,43181.24,4962.15
Healthcare,UK,3640.46,1590.41
Education,Brazil,49122.43,7541.4
Finance,Japan,45689.68,7995.13
Manufacturing,India,18796.94,5324.98
Technology,India,38961.39,4199.43
Finance,Australia,37860.64,17734.92
Healthcare,France,45161.49,11986.44
Manufacturing,Japan,16055.49,5007.85
Technology,India,23810.48,10661.99
Finance,China,43384.98,14335.56
Healthcare,UK,39150.39,5163.56
Technology,China,20279.87,8542.93
Manufacturing,UK,42440.54,19792.89
Manufacturing,UK,3300.75,1397.19
Healthcare,Japan,39320.27,6921.96
Finance,Australia,11131.53,3255.31
Healthcare,Japan,15019.92,3301.21
Technology,Brazil,25167.53,8537.37
Education,France,23036.99,10018.35
Education,UK,26507.94,6893.75
Finance,Japan,27694.0,9330.82
Technology,Canada,17244.86,1794.98
Technology,Japan,9586.15,2303.51
Technology,China,38655.58,13467.81
Technology,Brazil,20598.83,10221.41
Technology,India,25786.2,5448.09
Manufacturing,UK,32590.14,5536.95
Technology,Brazil,45572.26,20884.6
Healthcare,Australia,35670.09,11595.07
Technology,India,3227.5,1608.27
Technology,Germany,42089.46,8487.79
Healthcare,Brazil,49478.4,8821.52
Manufacturing,India,24151.77,5851.72
Education,Canada,48509.93,16064.01
Education,USA,27819.11,3632.24
Technology,UK,23521.18,6010.82
Finance,Germany,17238.83,2176.68
Manufacturing,Germany,33220.19,12063.04
Finance,Germany,12261.2,2913.7
Technology,France,6141.78,2998.79
Finance,Brazil,2334.62,329.8
Finance,China,15326.63,7015.45
Manufacturing,Australia,20392.77,2253.46
Finance,France,28051.76,10154.03
Technology,Japan,15344.74,7352.79
Education,Germany,49218.92,18847.33
Healthcare,France,15295.51,1716.85
Education,India,22607.79,8203.74
Finance,China,6060.53,1305.44
Healthcare,Germany,13770.7,5395.89
Education,France,3368.27,945.89
Manufacturing,Germany,28415.92,9871.06
Technology,China,37802.17,4138.66
Finance,France,10589.78,2246.23
Technology,France,19027.64,4200.59
Healthcare,China,1814.2,506.26
Manufacturing,Germany,42136.58,19056.26
Manufacturing,India,39218.21,9713.2
Technology,France,4099.45,1563.71
Manufacturing,India,18878.51,4582.08
Finance,France,47809.04,8624.51
Manufacturing,France,20209.33,5762.81
Education,Germany,26784.23,5289.05
Technology,UK,18406.9,2229.03
Manufacturing,Canada,30210.44,5609.41
Manufacturing,Australia,48929.69,6510.24
Finance,USA,49877.62,5934.1
Technology,France,38961.03,15406.64
Education,Australia,20811.24,7867.64
Finance,China,25227.18,4071.63
Finance,Canada,18479.84,2149.18
Manufacturing,USA,49293.16,5397.77
Healthcare,Australia,35680.25,14007.67
Technology,France,22997.64,6194.29
Manufacturing,USA,1593.65,433.23
Finance,Germany,26503.69,3326.04
Education,Japan,49212.48,20693.95
Education,Australia,26629.98,5770.99
Manufacturing,Canada,9938.91,2663.32
Finance,France,2082.59,576.45
Finance,Japan,18380.48,8322.9
Technology,UK,45993.17,19928.75
Finance,India,49831.15,11532.63
Education,Brazil,47323.03,6124.0
Education,USA,36741.58,11863.06
Education,France,28348.99,5944.49
Healthcare,USA,29943.62,6693.2
Technology,France,27410.61,12416.84
Healthcare,Canada,35645.42,14063.71
Education,Canada,21524.79,5508.57
Healthcare,Brazil,33791.0,12127.85
Manufacturing,China,6958.99,1228.77
Technology,UK,14019.07,5144.78
Healthcare,UK,41964.15,5247.68
Technology,Brazil,45283.7,16422.12
Finance,Japan,27411.4,12463.04
Manufacturing,Japan,2550.15,847.16
Manufacturing,India,46421.7,10963.02
Technology,India,35401.15,11446.63
Healthcare,India,21287.37,4948.99
Healthcare,France,30320.57,6568.15
Education,India,22058.97,2249.28
Education,France,23801.62,4776.88
Technology,UK,44453.68,20340.76
Manufacturing,France,8893.13,1526.58
Technology,China,6079.79,2148.17
Healthcare,Germany,1133.71,391.64
Finance,Brazil,16386.02,3117.91
Technology,Canada,8223.27,3360.77
Manufacturing,India,11779.29,3247.75
Healthcare,France,1550.71,649.57
Finance,Germany,12132.58,1273.1
Education,USA,17302.87,2761.26
Finance,Canada,2546.81,637.27
Education,Germany,30787.3,8928.61
Finance,Brazil,28871.22,9196.46
Manufacturing,France,5754.75,2391.05
Finance,Canada,30155.48,13907.82
Education,China,49934.04,11329.76
Healthcare,India,47278.98,21500.94
Education,Japan,1130.88,233.57
Manufacturing,Australia,39973.54,5141.68
Finance,Canada,18326.66,6083.34
Healthcare,India,4118.92,1509.39
Manufacturing,Germany,15503.18,3382.12
Finance,UK,16765.09,2813.7
Finance,Brazil,26638.97,3696.78
Technology,India,33393.1,9229.03
Manufacturing,Brazil,37703.72,9937.76
Technology,Germany,13049.25,2792.56
Manufacturing,Germany,16766.76,3158.14
Finance,France,16110.7,1862.73
Finance,Canada,18774.11,7051.46
Healthcare,India,49983.16,12810.99
Finance,Brazil,39119.22,7290.12
Technology,India,48774.53,14944.28
Technology,China,34962.44,15813.38
Healthcare,Brazil,20907.26,4034.74
Manufacturing,Japan,20097.46,6939.92
Finance,Germany,24940.48,11651.06
Technology,Germany,21426.62,5408.25
Education,USA,41587.99,19938.85
Healthcare,UK,23785.1,2498.61
Education,Australia,15485.1,2284.29
Healthcare,USA,38968.15,12205.33
Education,USA,42866.6,12836.34
Manufacturing,Japan,21601.02,10649.37
Technology,UK,33722.62,5300.93
Education,UK,3881.42,1926.33
Technology,UK,26943.78,11876.4
Healthcare,USA,3204.08,605.92
Finance,India,2430.35,600.31
Technology,Australia,31033.32,4589.66
Healthcare,USA,15863.43,7352.67
Education,UK,37384.32,9504.89
Finance,UK,44908.05,5187.21
Technology,Germany,7830.17,2591.85
Finance,Germany,36501.62,7414.72
Technology,Canada,26211.48,6650.99
Education,India,6493.84,1868.96
Finance,Germany,32928.04,4296.48
Technology,Germany,30863.87,9126.17
Technology,Australia,26266.45,5658.56
Manufacturing,Brazil,46397.09,17857.69
Finance,Japan,26532.91,5369.67
Education,Japan,49535.24,23661.5
Healthcare,Japan,25952.21,10302.2
Healthcare,Brazil,6676.75,987.13
Technology,China,24053.09,3751.14
Technology,USA,9934.11,2421.16
Finance,UK,30259.54,3356.17
Finance,Germany,34963.48,4181.36
Finance,Australia,23953.33,9281.57
Education,UK,5787.45,1336.44
Manufacturing,Germany,23963.43,4348.07
Manufacturing,France,4991.26,1234.14
Finance,Germany,34424.17,16973.3
Finance,France,39728.04,18313.5
Education,USA,48156.64,9720.5
Manufacturing,China,8291.3,1082.59
Healthcare,China,27088.6,6265.1
Manufacturing,USA,28809.33,2983.87
Finance,Brazil,46201.35,8718.16
Finance,France,31736.56,11101.49
Finance,Canada,8129.97,1104.91
Manufacturing,France,22381.21,3778.59
Technology,Japan,33083.36,9017.97
Education,Australia,35313.94,13631.9
Finance,Australia,43290.63,13461.83
Healthcare,UK,9844.85,3871.75
Technology,Brazil,47625.57,6525.42
Education,USA,3897.83,641.29
Technology,China,49204.34,22446.35
Manufacturing,Japan,43030.59,20821.21
Healthcare,Australia,33353.37,14284.19
Education,India,37014.78,14363.98
Education,Brazil,4561.91,550.43
Education,Canada,3032.51,1514.54
Manufacturing,India,5986.52,1103.51
Technology,France,5280.63,1397.6
Finance,India,27821.68,9778.47
Technology,Japan,11556.76,3663.67
Technology,Germany,43150.08,21417.84
Education,Australia,22841.68,7700.23
Education,USA,35080.01,6619.95
Healthcare,Germany,32990.78,10734.89
Education,China,16672.8,3837.09
Finance,UK,12915.21,4729.54
Healthcare,UK,17780.36,2057.6
Finance,USA,40036.26,8430.3
Technology,USA,29727.57,9493.13
Manufacturing,China,13423.39,5513.21
Finance,Canada,41074.48,17800.67
Finance,India,3683.21,1715.57
Manufacturing,USA,35259.99,8861.34
Healthcare,Japan,22515.94,7540.97
Finance,USA,36833.23,12315.28
Healthcare,Japan,46445.6,21354.41
Education,Canada,37751.67,16553.64
Technology,Japan,22656.3,6112.87
Manufacturing,USA,8397.81,2838.51
Healthcare,USA,40511.2,18889.73
Finance,China,23574.57,11785.63
Finance,Japan,4690.3,1854.55
Manufacturing,Japan,36233.71,4616.71
Education,Brazil,15300.75,6988.42
Education,China,3395.52,988.62
Education,Germany,45234.8,10867.86
Technology,Brazil,24671.95,5330.4
Healthcare,Brazil,14767.09,6223.99
Healthcare,USA,36102.94,16582.7
Education,Canada,44409.22,16622.34
Finance,Brazil,1015.05,125.7
Technology,Germany,34704.76,17169.56
Technology,Canada,38583.57,12466.52
Healthcare,India,11286.44,4864.25
Finance,Australia,24991.57,9708.22
Finance,USA,5375.01,1258.37
Finance,Australia,37590.74,17560.45
Finance,Germany,42525.34,9437.59
Healthcare,USA,6301.15,3099.54
Finance,France,41006.55,20240.6
Education,India,38806.94,4551.01
Education,Germany,17998.75,2730.48
Healthcare,France,34824.19,6747.7
Finance,Germany,1002.36,248.29
Technology,Japan,46658.09,16861.16
Technology,Germany,27968.78,6881.8
Manufacturing,UK,31396.6,14911.18
Education,Germany,33568.31,9749.75
Education,Germany,28507.08,9205.92
Manufacturing,Canada,42981.43,15065.91
Manufacturing,Canada,30875.39,8341.75
Manufacturing,UK,45480.24,16093.14
Education,China,29534.25,4012.0
Technology,Australia,9385.0,2823.27
Technology,India,45764.57,10621.4
Healthcare,China,34399.75,6220.13
Manufacturing,China,35262.71,4058.67
Manufacturing,Australia,49288.61,20324.69
Manufacturing,China,4684.63,695.9
Finance,Japan,22001.04,3704.71
Technology,Brazil,12715.67,2126.88
Technology,Germany,31890.9,15695.78
Healthcare,Germany,40533.77,8161.6
Healthcare,India,48349.22,8437.44
Manufacturing,USA,23275.21,11351.2
Finance,Germany,39524.69,13868.61
Finance,France,45935.53,17133.66
Education,Japan,34482.95,14688.59
Education,India,12893.9,4106.74
Healthcare,Germany,30784.85,9762.47
Finance,China,48527.65,24230.98
Education,Australia,49390.14,18568.74
Manufacturing,India,32475.63,12490.32
Technology,India,44462.4,6014.2
Education,India,10817.12,1576.22
Finance,China,13057.85,3957.55
Manufacturing,Germany,47691.49,18670.57
Manufacturing,Australia,7626.53,3062.39
Manufacturing,Australia,10364.22,4284.48
Education,UK,21606.88,8321.36
Technology,India,29889.63,4390.87
Manufacturing,USA,30587.04,13261.54
Finance,India,15306.82,6225.26
Finance,Australia,46110.08,11499.03
Manufacturing,China,45839.9,12077.58
Finance,China,20211.33,6496.45
Technology,UK,22280.3,11076.29
Healthcare,Brazil,35422.36,14086.85
Manufacturing,Brazil,33486.8,14570.51
Technology,USA,19732.55,3596.53
Technology,France,21297.97,6438.47
Finance,France,18053.91,5868.63
Finance,USA,12533.87,1475.17
Healthcare,China,23448.78,3390.69
Finance,Canada,34635.27,6434.3
Healthcare,France,37356.37,16935.79
Finance,Brazil,39164.81,16060.33
Education,Japan,19361.87,5702.57
Healthcare,Germany,38467.16,15913.24
Education,China,1319.3,407.01
Manufacturing,Australia,24375.45,11426.36
Technology,Canada,39901.32,8542.72
Technology,France,31872.19,4702.51
Manufacturing,China,24229.09,2898.09
Finance,USA,32587.46,8970.89
Technology,Japan,45440.35,10092.6
Education,India,28752.71,14001.35
Manufacturing,China,40189.52,18204.1
Technology,India,49056.39,13342.05
Finance,Canada,35572.84,3793.75
Education,Germany,29092.96,4003.24
Manufacturing,India,2836.81,528.12
Finance,China,19349.42,4970.83
Healthcare,France,28706.69,12076.14
Technology,Australia,40063.12,17672.81
Technology,Japan,22467.13,11225.48
Education,Japan,48042.86,15011.04
Technology,Canada,14317.89,6861.52
Healthcare,Canada,37483.79,13541.91
Manufacturing,Germany,21532.54,6269.91
Healthcare,Canada,24813.44,3821.42
Healthcare,USA,40322.6,18816.11
Education,Canada,15514.55,7098.44
Manufacturing,India,5743.79,2594.9
Technology,Brazil,26492.52,12861.35
Finance,USA,26910.94,11507.75
Healthcare,Brazil,40061.22,4095.02
Technology,Brazil,48447.64,18701.57
Education,UK,3709.73,988.03
Healthcare,Germany,29992.78,14325.93
Technology,Japan,34382.65,14225.13
Healthcare,Japan,49304.27,20769.64
Manufacturing,Canada,47186.92,6772.74
Education,USA,35910.09,10258.83
Healthcare,Brazil,26567.68,7501.1
Manufacturing,Australia,8914.67,2655.04
Education,China,19824.65,8296.1
Technology,India,29670.99,5583.99
Healthcare,India,36534.82,6275.83
Manufacturing,Japan,32134.58,14240.66
Technology,Germany,35992.02,15617.93
Healthcare,France,22028.47,8073.03
Manufacturing,Germany,36653.74,4582.48
Healthcare,India,8043.32,3120.97
Finance,China,8966.73,1283.66
Manufacturing,Germany,8978.78,2323.21
Technology,Canada,44652.38,19457.12
Finance,India,4725.67,530.45
Healthcare,Australia,40273.91,14245.31
Education,China,12444.97,3994.25
Manufacturing,Japan,23953.07,6006.3
Manufacturing,USA,45881.87,8498.92
Finance,China,29710.92,4939.98
Education,USA,11295.77,4925.1
Technology,Germany,14920.41,2152.27
Finance,Australia,46101.88,22408.62
Manufacturing,India,21930.05,3913.16
Finance,France,29762.29,11563.91
Education,USA,23536.68,7599.94
Manufacturing,Germany,19543.47,4880.99
Manufacturing,USA,11940.68,5560.67
Healthcare,France,34623.38,3935.34
Manufacturing,Germany,36193.86,14723.94
Manufacturing,France,14469.37,5727.77
Finance,Australia,39661.53,17222.7
Education,Japan,42872.22,19578.99
Education,UK,46113.08,13046.6
Education,USA,8899.41,3293.1
Education,Japan,15892.26,5245.92
Education,India,43157.31,14530.58
Finance,France,10728.47,1179.99
Technology,China,1169.95,567.58
Manufacturing,USA,43670.54,7198.54
Technology,France,16996.02,4516.61
Healthcare,France,21310.38,8101.43
Healthcare,Japan,22870.37,4236.32
Technology,UK,42565.46,6233.86
Education,Japan,17556.72,8046.14
Healthcare,Japan,44721.71,14855.81
Finance,Canada,31230.02,4805.79
Healthcare,Japan,26837.05,12055.37
Healthcare,China,16955.11,2975.06
Education,Brazil,12941.87,4697.75
Healthcare,Germany,31578.86,13964.72
Finance,Australia,22897.81,7965.51
Education,Germany,45615.28,4688.91
Healthcare,USA,25090.3,9028.9
Healthcare,UK,26077.95,8530.04
Manufacturing,France,21419.44,6666.49
Finance,Germany,39673.89,8825.66
Healthcare,USA,21817.12,7648.89
Technology,Australia,14197.76,1513.58
Healthcare,India,43239.51,13285.84
Healthcare,Germany,30244.58,6995.37
Technology,Japan,29984.0,3572.21
Manufacturing,Brazil,30930.29,6339.77
Healthcare,USA,36223.15,15745.18
Manufacturing,Australia,16340.33,3323.03
Healthcare,USA,2658.37,767.8
Manufacturing,USA,40719.06,13278.1
Finance,Japan,7316.35,1571.93
Technology,Germany,36369.17,11541.93
Education,Japan,5033.45,2427.03
Manufacturing,USA,19390.08,3367.85
Technology,Japan,4088.28,1867.8
Technology,UK,26588.47,8626.86
Technology,Japan,33003.65,13588.27
Technology,China,9400.22,3192.81
Manufacturing,China,19209.75,4266.85
Finance,Australia,46581.74,15365.15
Finance,China,22677.07,6132.47
Manufacturing,Germany,40324.63,13610.45
Technology,Germany,46432.05,15144.5
Manufacturing,India,48742.95,18093.96
Finance,Canada,45017.78,17558.3
Manufacturing,France,16552.86,5281.61
Manufacturing,India,48166.07,20436.14
Manufacturing,Germany,40807.37,15275.33
Manufacturing,Australia,42021.6,8473.5
Healthcare,USA,1743.48,829.04
Manufacturing,Australia,47757.7,6132.86
Healthcare,Brazil,39126.42,13819.5
Manufacturing,UK,38630.41,13324.68
Technology,Japan,4994.71,1387.37
Manufacturing,Australia,12395.86,3605.91
Technology,Germany,48150.82,19789.8
Manufacturing,Germany,25533.18,9929.59
Finance,France,20495.04,5445.89
Healthcare,Brazil,42157.1,7827.42
Healthcare,Canada,5279.68,658.45
Healthcare,China,21430.16,8351.01
Technology,Brazil,19409.34,7346.86
Healthcare,Brazil,18142.72,3880.13
Finance,Australia,16076.92,7736.17
Manufacturing,UK,11293.67,4069.33
Technology,UK,9472.63,3470.23
Manufacturing,China,32379.9,10534.22
Finance,India,46050.35,16506.97
Healthcare,India,25933.73,12957.17
Education,India,15600.75,6561.69
Technology,India,8798.85,2366.95
Healthcare,China,41677.02,7417.77
Finance,Canada,48603.11,19505.65
Education,Canada,18108.61,8178.55
Finance,UK,15256.57,4715.74
Finance,Australia,30473.15,14304.11
Healthcare,Japan,38991.12,12607.05
Finance,China,23314.74,4351.57
Technology,Canada,31873.58,8618.91
Manufacturing,India,36110.9,9701.69
Finance,Germany,48069.02,8156.28
Manufacturing,Japan,9086.83,3408.19
Technology,USA,49871.74,21789.1
Technology,Canada,20215.68,3710.99
Finance,India,36436.81,14835.61
Manufacturing,France,29048.3,4598.35
Finance,UK,24846.76,5785.56
Finance,Canada,35205.69,13934.09
Healthcare,USA,20391.94,5301.0
Education,India,7179.39,740.9
Healthcare,Germany,24955.78,10626.1
Finance,Brazil,26573.88,5041.31
Manufacturing,Australia,10893.21,4815.82
Technology,Brazil,46845.35,9449.42
Education,China,12146.31,2452.65
Education,Germany,21052.15,9547.44
Education,UK,8591.55,2060.23
Finance,Canada,27254.04,9992.88
Technology,India,16074.24,3903.05
Finance,Australia,24974.35,7904.88
Education,India,12006.23,4902.34
Technology,Brazil,3634.98,1698.96
Finance,Australia,39182.11,14134.08
Healthcare,Japan,32413.23,8177.83
Healthcare,USA,17696.23,4559.06
Finance,UK,3327.22,540.45
Education,Brazil,43413.18,14160.97
Technology,UK,9319.96,4071.87
Manufacturing,UK,46606.37,7087.24
Finance,Brazil,24451.17,4998.04
Education,Canada,17678.95,1904.85
Finance,UK,37346.21,11593.4
Education,Australia,43965.13,5419.68
Healthcare,Germany,19164.96,6356.26
Education,India,20959.84,4479.1
Education,Brazil,22224.75,9358.52
Technology,Japan,46193.83,14502.3
Finance,USA,34935.64,10222.9
Finance,France,13134.66,2530.45
Education,UK,10064.99,4733.19
Education,China,12288.02,5909.58
Finance,UK,13914.63,5588.81
Technology,UK,12278.99,2732.18
Education,Australia,33266.82,13817.45
Healthcare,India,6680.74,2603.49
Finance,Germany,19980.57,3688.45
Technology,China,31627.63,4195.12
Healthcare,USA,15252.14,2702.79
Finance,Japan,4198.44,1875.56
Healthcare,Japan,5009.37,814.36
Manufacturing,Australia,7172.37,2989.64
Education,Japan,41956.31,9540.06
Manufacturing,Brazil,33235.31,12941.5
Healthcare,Canada,4161.6,1913.42
Technology,Australia,20162.38,8372.51
Finance,Canada,14650.67,4614.3
Manufacturing,China,29323.97,2989.37
Healthcare,Japan,26617.49,4129.28
Finance,UK,24575.08,10158.65
Manufacturing,India,16411.11,2278.94
Technology,France,7752.19,3792.88
Finance,USA,37376.44,18243.98
Technology,USA,44112.98,9597.65
Healthcare,China,47263.39,5372.75
Manufacturing,Germany,3872.33,1544.1
Technology,Japan,37255.53,6574.24
Education,USA,36598.67,14396.02
Healthcare,Canada,47408.37,11092.76
Manufacturing,China,13392.82,3336.38
Manufacturing,USA,37366.77,12718.66
Healthcare,France,3676.69,608.71
Technology,Canada,31931.04,15575.95
Technology,Australia,18191.54,2134.7
Manufacturing,Germany,38676.56,18531.13
Finance,France,43301.91,9501.72
Manufacturing,Germany,18876.23,6919.65
Manufacturing,France,26753.72,13355.2
Finance,Japan,6752.8,1315.38
Education,India,21428.44,6215.95
Technology,China,18679.22,2043.52
Manufacturing,Japan,9973.05,1853.98
Manufacturing,USA,44829.45,6969.51
Healthcare,Canada,8256.3,3316.29
Healthcare,Australia,32151.23,12118.13
Finance,Germany,44616.99,13186.08
Education,Australia,45686.46,4600.68
Manufacturing,China,39868.75,7268.25
Manufacturing,UK,9630.92,3568.88
Technology,Brazil,41054.14,4324.81
Healthcare,China,14551.68,4846.79
Technology,India,46197.5,7594.02
Manufacturing,USA,35745.25,11896.17
Finance,India,39478.11,16437.15
Manufacturing,Australia,5166.59,2323.38
Manufacturing,India,29555.49,8067.58
Technology,Brazil,41235.96,14076.96
Finance,USA,43217.93,13539.17
Education,Germany,2402.95,759.28
Education,Germany,47018.8,11964.99
Finance,USA,3123.6,1298.41
Education,India,31111.42,7320.05
Healthcare,USA,34975.99,11782.64
Technology,Canada,6259.92,1766.79
Education,USA,3352.58,795.31
Technology,Canada,39460.7,9711.22
Technology,China,19848.86,5425.18
Finance,China,6248.51,1644.08
Manufacturing,Germany,38370.72,14715.47
Manufacturing,Canada,42608.99,13883.0
Technology,India,29781.92,9061.72
Technology,Japan,8900.6,1500.34
Finance,USA,1745.9,503.75
Finance,Australia,35339.32,10371.32
Technology,France,27956.84,10707.12
Finance,UK,32889.06,9042.03
Technology,Canada,40846.05,12573.36
Finance,Brazil,22277.16,5799.19
Technology,Brazil,7101.26,3489.47
Manufacturing,France,47059.18,20814.98
Manufacturing,Australia,27717.84,3250.8
Technology,Canada,31149.41,13800.26
Healthcare,France,46737.16,11486.47
Manufacturing,China,46647.6,10873.35
Finance,Germany,29032.64,4011.2
Education,USA,15582.96,7207.11
Finance,Germany,49858.57,22482.09
Finance,Australia,34360.04,16283.79
Technology,Brazil,21013.4,8582.14
Finance,Brazil,28432.0,4046.82
Technology,Brazil,21375.87,2365.73
Technology,China,44526.95,20665.12
Healthcare,USA,24642.47,7879.1
Manufacturing,UK,41352.89,8066.75
Finance,Australia,42168.64,5682.89
Technology,Australia,41392.28,6549.58
Healthcare,USA,36387.24,5929.39
Education,Brazil,42889.01,15267.09
Manufacturing,China,19974.25,4049.38
Technology,USA,6618.5,1471.51
Healthcare,China,42280.26,14353.03
Technology,France,25410.25,10573.43
Healthcare,India,7241.43,1885.06
Manufacturing,India,6650.31,767.78
Finance,France,8802.88,3177.83
Education,Australia,37797.69,14131.05
Manufacturing,Brazil,35831.98,8405.64
Finance,China,10987.12,1104.08
Healthcare,China,42499.25,13968.2
Healthcare,India,14783.44,6061.06
Technology,Germany,39856.29,7481.32
Healthcare,France,24951.49,7611.96
Education,Brazil,36845.89,13965.3
Education,Japan,19688.0,6607.94
Finance,Canada,18009.89,7357.21
Finance,USA,42226.62,11116.09
Education,UK,2729.81,1223.08
Healthcare,Germany,48762.11,11086.47
Manufacturing,Australia,32760.8,5296.43
Finance,Brazil,22191.69,9181.27
Healthcare,Brazil,31774.67,3306.77
Education,Canada,7014.31,3369.46
Healthcare,Germany,26188.57,3390.61
Healthcare,Canada,49269.68,20450.9
Education,Germany,12528.2,1859.37
Technology,Germany,36391.63,7724.12
Healthcare,Japan,22313.6,7594.88
Finance,Germany,32970.45,5145.81
Education,USA,11039.47,1533.66
Technology,India,24052.78,11368.11
Technology,Germany,49024.54,19027.39
Technology,China,10569.07,1563.75
Healthcare,UK,32185.81,9901.6
Education,France,29204.29,12672.71
Healthcare,India,28687.53,3867.28
Healthcare,Germany,31141.04,13212.66
Technology,Brazil,25609.66,11194.97
Technology,Brazil,1829.61,432.92
Education,Australia,45104.74,22472.17
Manufacturing,India,41521.96,10675.87
Manufacturing,USA,9534.22,4394.41
Finance,USA,21250.39,9757.64
Healthcare,Canada,38756.9,14936.3
Manufacturing,Germany,49023.05,4918.85
Healthcare,Australia,47605.72,17762.02
Technology,France,45068.6,6208.4
Education,Japan,8760.32,1002.61
Healthcare,UK,45809.28,7887.81
Finance,Germany,44043.8,13413.18
Healthcare,Brazil,19470.55,5532.88
Education,China,20331.61,5200.77
Manufacturing,China,23535.54,7388.39
Healthcare,India,33152.61,6825.84
Healthcare,Canada,13780.95,3103.54
Finance,Germany,2124.47,389.88
Finance,Germany,7920.25,2224.92
Healthcare,China,22565.68,8703.62
Finance,USA,14818.13,4514.48
Technology,UK,38461.31,16942.08
Healthcare,USA,6227.81,1846.98
Finance,Brazil,45955.8,8307.8
Manufacturing,UK,44871.03,13679.89
Education,Germany,45529.08,11322.3
Finance,Brazil,37240.89,11049.11
Manufacturing,France,6243.0,869.69
Manufacturing,Brazil,22468.74,9227.12
Education,Australia,7438.86,1775.78
Technology,Canada,49397.26,5273.56
Manufacturing,Japan,17318.88,5654.42
Technology,Japan,29681.2,11086.67
Technology,Brazil,39190.26,5057.92
Healthcare,USA,46110.19,11527.34
Finance,Germany,38021.84,11096.95
Finance,UK,34050.69,10252.22
Finance,USA,23833.11,2723.66
Healthcare,Germany,30664.61,10828.02
Healthcare,USA,5614.03,772.67
Manufacturing,France,44312.2,10644.53
Manufacturing,Germany,27645.09,8374.46
Finance,France,2966.62,1187.54
Healthcare,Germany,46075.2,11341.4
Technology,USA,24975.8,10701.81
Finance,Japan,43560.87,17826.17
Manufacturing,Japan,42987.51,11266.56
Manufacturing,Australia,40971.83,18466.31
Healthcare,UK,4008.75,1943.72
Education,India,13106.27,2730.16
Healthcare,USA,43901.85,18819.15
Technology,France,45050.56,9655.46
Education,Australia,23445.37,8777.13
Education,Japan,22562.03,8283.02
Manufacturing,Germany,9581.89,3988.44
Finance,France,48452.13,9059.6
Technology,India,11443.79,5420.46
Manufacturing,Japan,10355.9,2814.33
Education,Germany,33375.72,3368.45
Education,Japan,12899.37,5278.88
Education,Japan,46999.81,22214.7
Technology,Australia,1534.44,747.8
Manufacturing,Brazil,1281.91,314.21
Technology,Australia,25738.96,2783.73
Technology,USA,24915.06,5899.45
Healthcare,Germany,9004.84,4083.34
Manufacturing,Canada,25231.46,11038.29
Technology,India,21171.39,5328.64
Healthcare,China,44626.15,7194.25
Finance,India,1453.44,520.16
Healthcare,UK,48837.22,17855.26
Education,Australia,31595.25,11130.45
Technology,France,8440.33,1352.67
Technology,UK,3291.24,1414.37
Healthcare,Australia,27367.18,3135.31
Manufacturing,Australia,12509.62,6104.1
Technology,China,15757.11,7258.65
Technology,UK,13011.48,6475.1
Manufacturing,China,32858.44,11163.03
Manufacturing,India,28122.92,9602.12
Technology,France,4820.75,1223.58
