Market Segment,Country/Region,Sales,Profit
Manufacturing,Germany,18498.94,3910.62
Healthcare,Japan,39589.91,18894.89
Education,Germany,13299.07,6032.83
Education,Australia,28639.63,3825.14
Finance,Germany,18570.34,5694.81
Education,Brazil,33174.92,6304.01
Healthcare,Japan,12779.55,3377.77
Education,India,10388.05,4682.3
Manufacturing,France,45993.72,14304.31
Education,France,5988.38,1399.4
Technology,India,25791.94,4723.93
Technology,China,11821.79,4966.69
Technology,UK,2907.57,1017.09
Technology,Canada,2764.92,794.16
Manufacturing,Japan,9585.87,1792.5
Manufacturing,USA,43471.75,10159.28
Manufacturing,China,14841.46,7182.34
Education,Brazil,47572.5,14654.04
Technology,UK,29499.49,7678.12
Finance,UK,22394.1,6910.12
Finance,China,29424.35,12110.93
Technology,UK,26318.22,6212.25
Healthcare,Australia,38180.04,6547.21
Education,France,14842.31,4956.95
Finance,USA,18299.47,6699.1
Manufacturing,Japan,44810.62,17256.0
Healthcare,Brazil,47376.37,21451.78
Manufacturing,France,44735.35,11115.38
Healthcare,Australia,21552.95,2804.94
Healthcare,France,39237.91,18965.23
Education,UK,24340.45,6669.4
Manufacturing,Japan,25379.45,8865.12
Manufacturing,Germany,11029.33,4042.49
Finance,Brazil,29965.38,9547.14
Technology,USA,10120.66,1843.0
Technology,Japan,17246.67,6934.15
Finance,Japan,42896.48,18080.9
Healthcare,India,11146.71,3580.22
Finance,UK,4486.76,1325.5
Finance,Brazil,4381.37,637.82
Manufacturing,Brazil,47098.44,6291.44
Finance,Canada,25839.1,6093.53
Healthcare,UK,21061.19,4724.84
Technology,China,40733.05,19611.44
Education,Canada,41955.47,17346.45
Finance,China,17277.36,6288.44
Finance,Brazil,34987.28,10743.17
Manufacturing,India,38785.02,6475.04
Manufacturing,Australia,33077.88,16253.9
Finance,Brazil,8428.16,2107.18
Finance,France,43918.27,6270.22
Healthcare,India,27415.63,8156.69
Technology,Brazil,14841.15,6672.57
Technology,Australia,21836.18,9933.64
Education,Canada,2840.98,296.56
Technology,Australia,7265.47,3302.29
Education,Germany,38511.79,8033.32
Manufacturing,USA,1000.57,115.65
Education,USA,21411.73,9402.23
Education,Australia,26603.0,11852.88
Technology,Japan,3677.09,1244.67
Finance,USA,48680.83,16053.65
Manufacturing,UK,12080.14,5137.06
Healthcare,Japan,15905.74,6593.31
Education,Brazil,15893.18,7247.96
Education,Japan,12290.42,3946.44
Education,France,1072.22,522.23
Finance,USA,36737.89,18312.32
Healthcare,Japan,48375.43,7092.7
Technology,China,11990.38,5273.58
Manufacturing,UK,33489.31,10044.41
Finance,Japan,37352.92,9525.99
Healthcare,Australia,42572.84,14697.38
Manufacturing,India,21708.83,2656.86
Technology,USA,15843.61,4794.03
Manufacturing,India,16939.46,7594.91
Education,Canada,35918.45,6658.73
Education,Canada,41022.19,11098.8
Finance,India,9899.08,4709.91
Manufacturing,Canada,19176.11,5204.89
Education,India,45195.07,10998.09
Finance,UK,40527.98,11194.42
Finance,Brazil,49258.06,15160.7
Finance,Brazil,37958.16,13391.51
Technology,India,20266.56,8517.57
Education,Brazil,29941.25,8408.73
Education,China,33389.7,14257.15
Healthcare,India,4844.33,1518.64
Technology,Japan,27680.35,6515.74
Education,Brazil,35756.72,12986.14
Education,Canada,9198.74,3560.73
Healthcare,Germany,39250.95,12686.68
Manufacturing,Canada,29604.87,3630.92
Manufacturing,Japan,47658.87,8004.46
Technology,Germany,3078.69,659.21
Finance,USA,14000.98,2982.91
Healthcare,France,30476.14,11256.92
Healthcare,UK,15531.44,1667.14
Education,France,36006.78,14484.55
Education,Japan,38191.26,7872.63
Healthcare,Germany,6023.28,1349.27
Finance,Australia,26178.87,8145.92
Manufacturing,Japan,25935.64,4833.63
Technology,Australia,19094.76,8664.98
Manufacturing,USA,46713.32,6266.48
Technology,Japan,41547.81,11540.03
Finance,India,35163.26,15463.71
Healthcare,Australia,36002.01,12468.85
Finance,India,23624.09,5124.82
Healthcare,USA,46128.73,12376.53
Education,China,35035.18,13407.18
Technology,Australia,36720.07,17967.29
Education,Australia,43222.85,19763.89
Healthcare,France,14429.51,3419.41
Technology,Japan,40546.47,20244.01
Technology,Japan,10566.79,1071.49
Education,UK,17921.76,1990.25
Technology,Australia,17444.91,7493.22
Healthcare,Brazil,48947.75,8800.07
Healthcare,Australia,42970.32,5341.54
Education,India,35357.32,6889.7
Finance,Japan,36625.78,9905.08
Healthcare,France,28541.57,11194.76
Healthcare,France,47407.44,16580.0
Technology,Brazil,25316.68,4937.98
Technology,France,19645.37,5919.31
Healthcare,China,8988.73,4229.07
Education,Japan,39524.08,16837.38
Finance,Canada,36987.75,8480.4
Technology,UK,19833.4,9776.0
Technology,Germany,2234.48,856.81
Finance,Brazil,42110.87,5263.01
Technology,Australia,1559.48,177.88
Education,USA,35481.29,5938.26
Technology,Australia,48542.6,18987.07
Technology,France,22445.41,3894.18
Healthcare,France,12513.7,3811.61
Education,Brazil,35538.68,4879.6
Education,USA,41039.28,19220.93
Healthcare,Canada,27775.09,6598.92
Manufacturing,USA,48384.73,22414.36
Finance,USA,3531.77,1688.01
Education,USA,25734.98,2636.59
Manufacturing,Germany,36204.24,10341.89
Finance,France,43269.38,4753.68
Education,Australia,9783.52,4534.44
Technology,Canada,40200.17,12356.05
Education,USA,28082.65,3650.12
Finance,UK,20431.13,2944.34
Manufacturing,Japan,7454.04,1888.88
Technology,Canada,43399.49,20662.22
Finance,Germany,8706.39,3283.73
Finance,Australia,16179.61,7233.05
Education,Germany,15212.23,3751.07
Healthcare,Canada,43699.29,5125.29
Healthcare,France,33962.45,16632.33
Technology,UK,40037.39,4278.76
Finance,India,13272.93,6358.54
Manufacturing,Japan,31618.83,7824.74
Technology,Brazil,29015.55,3018.67
Technology,Germany,41808.69,15705.97
Education,Australia,45398.27,22345.76
Manufacturing,Brazil,1595.68,775.9
Finance,France,34026.98,5593.18
Finance,India,3539.95,610.64
Finance,Australia,27894.07,9099.48
Technology,China,15094.0,5357.19
Education,China,16032.05,6344.96
Technology,Brazil,18294.97,3154.42
Healthcare,Australia,31443.33,15206.08
Healthcare,Canada,17368.45,6174.41
Finance,UK,36902.25,16193.4
Education,Germany,20821.84,6580.25
Finance,China,4349.31,1155.66
Finance,Germany,39404.23,19342.48
Technology,UK,15002.16,4993.45
Finance,UK,22205.58,9920.33
Finance,Canada,34586.75,16647.19
Education,USA,17290.35,6399.88
Education,Japan,3772.7,1205.66
Education,USA,19322.13,1959.35
Finance,Brazil,47277.98,5484.62
Education,Australia,32444.99,5851.14
Education,UK,33902.48,5912.71
Manufacturing,USA,31981.83,6457.24
Manufacturing,India,10750.61,2386.36
Healthcare,USA,21498.36,5246.16
Technology,France,37796.05,10137.47
Technology,China,5967.27,832.71
Education,France,14614.79,1709.12
Healthcare,UK,14539.64,5373.53
Healthcare,China,22168.93,6981.75
Manufacturing,France,49038.07,13615.8
Healthcare,UK,4307.62,1523.93
Finance,China,26416.35,11387.34
Education,USA,9788.87,2653.54
Finance,Germany,48563.15,17310.23
Technology,USA,6551.87,3154.26
Manufacturing,Germany,20776.45,9055.41
Finance,Canada,37156.36,10047.09
Education,UK,35523.17,12713.27
Finance,Australia,21713.7,3709.32
Finance,UK,17979.68,5829.17
Healthcare,Australia,20483.01,10088.52
Manufacturing,Brazil,13949.54,4287.06
Technology,India,11061.31,5210.49
Education,Germany,24668.95,6486.3
Education,USA,14158.15,7072.53
Technology,UK,15085.62,5003.72
Education,Germany,33181.05,3879.12
Healthcare,UK,48458.33,16219.1
Finance,Brazil,30578.22,6416.2
Healthcare,USA,4771.99,539.2
Healthcare,USA,4703.6,2014.74
Healthcare,Brazil,47619.74,10014.04
Technology,Germany,15567.25,6516.75
Manufacturing,Australia,5511.28,1186.51
Technology,UK,30353.18,5394.69
Technology,Brazil,31558.79,15450.37
Healthcare,UK,32776.74,8019.1
Manufacturing,Germany,14102.7,4802.68
Technology,Brazil,1740.42,598.69
Manufacturing,China,48285.75,15653.73
Healthcare,China,13293.76,6193.27
Technology,India,34125.29,12618.73
Manufacturing,UK,35624.86,9315.66
Education,Canada,30890.36,13744.73
Technology,Brazil,16332.46,2816.13
Technology,Germany,14283.72,4537.86
Technology,Canada,30285.75,14543.83
Manufacturing,Australia,43438.69,15210.45
Finance,Australia,47389.95,20225.43
Technology,UK,6189.38,2236.99
Education,India,8586.6,3741.6
Education,Germany,47292.08,22595.92
Healthcare,Japan,37090.23,7758.11
Finance,Brazil,44266.7,7430.8
Finance,Canada,10929.0,3208.71
Manufacturing,India,29791.71,11343.04
Healthcare,Australia,35355.84,6748.6
Manufacturing,China,34325.48,3488.86
Healthcare,Germany,20999.43,4980.52
Finance,USA,1754.35,855.32
Manufacturing,Japan,29563.38,11174.57
Healthcare,Canada,13401.98,3491.62
Finance,Germany,23062.46,4082.76
Finance,UK,47921.47,11617.88
Technology,India,20552.73,3451.54
Manufacturing,Canada,42150.28,6007.36
Technology,Japan,10238.49,4737.32
Finance,USA,33950.56,16943.37
Manufacturing,China,48873.34,8095.66
Manufacturing,France,5992.76,729.97
Education,USA,1407.68,326.43
Healthcare,Brazil,22245.56,6332.5
Education,Brazil,5538.65,1007.64
Education,Germany,37670.83,8309.05
Finance,Japan,45812.88,8262.28
Healthcare,China,22267.03,9122.9
Education,France,13676.87,5266.02
Education,Japan,22285.76,7888.73
Manufacturing,Brazil,36448.94,9290.37
Finance,Australia,1443.65,669.3
Education,Japan,29883.25,14577.44
Healthcare,China,31051.29,5261.82
Technology,Japan,32246.72,6101.24
Technology,China,12859.08,3989.56
Finance,USA,35988.58,4912.45
Technology,Japan,5478.18,1504.2
Manufacturing,Brazil,10764.25,3581.44
Manufacturing,Germany,43996.03,13587.27
Healthcare,Japan,37197.43,8643.32
Finance,France,1673.53,530.47
Finance,China,13170.44,6368.17
Technology,China,11505.92,2098.76
Education,Brazil,14269.51,5164.6
Education,France,13130.43,1540.97
Education,India,4063.79,514.34
Healthcare,India,23488.09,7533.36
Finance,India,36903.94,5239.46
Technology,India,30729.85,3347.67
Healthcare,Japan,33970.71,5727.64
Manufacturing,India,4976.31,1621.98
Manufacturing,Japan,47623.04,18160.4
Manufacturing,Australia,42086.1,7617.22
Finance,Canada,40449.43,14857.23
Manufacturing,Germany,41326.21,7149.04
Education,Japan,46702.81,16130.36
Manufacturing,China,27668.44,7326.16
Healthcare,France,10813.82,3909.41
Manufacturing,USA,31222.4,15549.41
Education,France,37401.19,17770.31
Manufacturing,Japan,37157.95,3779.44
Technology,India,26551.0,12058.81
Education,France,4354.48,551.26
Finance,Australia,19184.53,9231.96
Manufacturing,USA,46117.56,9810.6
Healthcare,UK,29638.0,7492.9
Manufacturing,China,27378.27,3741.38
Healthcare,Japan,14173.82,2053.92
Technology,Germany,19054.0,7444.32
Finance,China,44871.96,21436.81
Education,France,33656.69,11587.98
Education,UK,39581.96,15292.1
Finance,China,23262.93,9416.55
Technology,Canada,31882.11,6539.84
Technology,France,13170.8,1555.36
Manufacturing,France,35567.58,3583.4
Technology,Japan,21952.47,5274.29
Manufacturing,China,22684.73,4459.49
Healthcare,France,32816.79,4099.71
Finance,Australia,46877.75,8054.13
Healthcare,USA,4136.31,619.62
Healthcare,USA,41412.42,19296.17
Healthcare,UK,15326.77,2392.61
Healthcare,USA,22752.05,7168.25
Education,Germany,2073.75,699.36
Technology,Brazil,15751.26,4999.38
Finance,Germany,25628.93,3578.38
Finance,Germany,3752.63,853.8
Healthcare,Brazil,25063.69,3020.38
Finance,UK,46428.42,11990.97
Manufacturing,India,6164.27,1081.46
Finance,Australia,38457.6,12485.37
Healthcare,Brazil,21073.88,7947.45
Finance,Japan,33103.51,10356.37
Technology,China,13751.59,3763.74
Healthcare,China,8815.12,2247.27
Education,China,8862.67,3870.12
Technology,France,4454.11,836.25
Finance,Canada,10096.69,3974.94
Education,Canada,33546.75,13519.1
Technology,China,44202.84,11832.22
Manufacturing,Australia,40892.16,8952.12
Technology,China,34571.58,9964.1
Education,Australia,6411.16,880.16
Manufacturing,China,15170.18,1795.73
Finance,India,16180.54,2340.37
Healthcare,Germany,13247.89,2316.5
Finance,UK,26235.28,7914.42
Healthcare,Japan,27242.14,11977.13
Healthcare,India,18487.41,3591.31
Education,India,18335.67,8692.3
Manufacturing,Australia,41599.22,20049.29
Manufacturing,Germany,39675.35,19185.49
Technology,France,16082.0,6996.07
Finance,Japan,45775.63,11239.29
Education,France,47687.94,6155.25
Finance,Australia,17010.38,5571.37
Technology,France,18366.82,5941.16
Technology,UK,25776.07,11341.22
Education,Australia,47114.92,23481.91
Technology,China,43939.65,13325.27
Education,Canada,6025.83,1434.64
Technology,Canada,20243.81,3529.72
Manufacturing,Australia,28115.19,2865.5
Education,Brazil,25653.49,7789.57
Manufacturing,France,10499.29,3382.95
Manufacturing,UK,43082.02,18524.21
Education,Germany,34170.1,10313.59
Finance,Canada,42057.51,19623.5
Healthcare,Australia,43079.45,15130.94
Technology,India,37669.44,16428.94
Technology,France,22521.32,3588.11
Finance,USA,30916.79,13669.38
Healthcare,Japan,8857.9,3277.93
Finance,Japan,34008.63,5716.62
Healthcare,Canada,9783.41,1720.95
Education,Canada,35003.53,16472.67
Education,India,12250.31,1382.89
Manufacturing,China,6760.01,1926.7
Manufacturing,Canada,9098.94,2050.81
Education,Australia,1097.61,401.76
Manufacturing,USA,36218.24,15785.78
Education,India,36887.65,9006.17
Finance,Australia,26231.73,7102.53
Technology,Canada,8906.78,4388.97
Education,UK,5094.16,2106.78
Education,Japan,1937.32,889.0
Education,Australia,9121.66,2513.06
Manufacturing,USA,44651.92,8645.97
Manufacturing,Canada,12835.31,3398.09
Manufacturing,Australia,18359.3,7094.71
Manufacturing,France,6161.93,885.91
Finance,Canada,11895.7,2476.54
Education,Japan,26442.0,3137.46
Finance,France,30779.88,8401.03
Manufacturing,Germany,13022.26,5612.31
Finance,Japan,3828.88,420.66
Education,Brazil,20160.61,7462.03
Education,India,12475.97,5901.11
Manufacturing,Canada,11758.14,2290.15
Education,Germany,48033.28,18130.35
Finance,Canada,31198.72,15288.65
Healthcare,Australia,28287.04,13716.7
Education,China,21372.98,4145.75
Finance,Brazil,22018.27,3085.47
Finance,USA,27504.35,4381.8
Finance,Germany,35125.06,13376.12
Education,Japan,35405.16,13818.76
Healthcare,France,9413.0,3479.94
Manufacturing,Australia,25505.52,5979.29
Manufacturing,Australia,21185.95,3557.35
Education,USA,43655.82,14507.02
Education,Brazil,31939.53,9373.36
Technology,China,27092.7,10607.7
Healthcare,China,6654.34,1840.22
Finance,USA,30676.26,7222.9
Finance,Brazil,6742.99,1465.87
Manufacturing,India,17523.12,3234.56
Education,Australia,7999.26,1650.23
Healthcare,UK,34911.61,4815.43
Manufacturing,France,11106.35,2651.56
Healthcare,USA,20201.11,2315.61
Education,Brazil,44888.06,7835.91
Finance,India,11011.5,4390.38
Technology,Canada,25882.45,5957.82
Healthcare,France,21544.31,7913.11
Finance,France,1888.08,730.22
Healthcare,China,39845.15,13247.48
Healthcare,Germany,4383.25,2119.21
Healthcare,India,24238.5,2631.72
Education,China,28473.24,11260.06
Manufacturing,Australia,31792.9,15372.33
Healthcare,France,34742.95,15457.44
Education,Brazil,13410.35,2241.63
Technology,Japan,1488.96,343.54
Manufacturing,Germany,36448.74,6159.13
Education,China,27247.17,9278.3
Technology,Japan,41969.77,16153.12
Manufacturing,India,41248.03,9356.27
Education,UK,42322.98,13365.71
Technology,Japan,24769.64,9322.5
Education,USA,17347.79,4658.51
Technology,India,39786.35,17569.9
Healthcare,USA,23113.41,9444.6
Healthcare,Germany,9988.67,1257.24
Manufacturing,Canada,42893.73,14946.32
Technology,Japan,44245.43,8589.38
Healthcare,India,23849.18,7703.46
Manufacturing,India,4709.29,2273.43
Finance,China,20003.48,9034.07
Healthcare,China,40373.35,10570.01
Healthcare,India,45186.93,9787.74
Education,UK,10970.16,2125.6
Finance,Germany,4281.71,1340.2
Technology,Canada,43990.17,6409.34
Manufacturing,Germany,20080.84,6420.05
Finance,Germany,27546.29,2769.32
Technology,China,48435.22,11117.81
Healthcare,USA,4261.67,801.08
Manufacturing,China,32767.58,16006.55
Manufacturing,Japan,4631.17,1810.31
Finance,Australia,19397.98,4652.83
Education,Canada,40386.91,5538.58
Technology,Australia,22240.14,6821.5
Finance,USA,49861.94,9243.36
Education,Brazil,28393.9,8931.92
Education,Canada,16736.95,7266.26
Education,France,11785.45,4081.5
Manufacturing,Brazil,18175.51,6425.32
Technology,Brazil,19254.13,6092.24
Technology,USA,4366.97,2056.43
Finance,Canada,19109.14,9034.06
Healthcare,Canada,23747.69,7245.16
Finance,Canada,36414.15,8095.0
Technology,India,33179.74,9417.57
Manufacturing,India,35729.52,6239.2
Finance,Australia,1409.82,499.83
Healthcare,India,11665.7,3500.14
Finance,France,33422.53,4723.28
Education,India,24715.48,4425.53
Healthcare,China,1260.36,367.84
Education,India,40420.24,18392.65
Manufacturing,USA,38867.67,12692.48
Technology,Germany,27872.54,10385.7
Finance,Australia,4256.7,1002.93
Finance,Japan,38559.24,12669.2
Education,USA,29601.97,8257.53
Education,France,39316.04,14297.35
Technology,Brazil,37835.6,4548.98
Finance,China,40347.1,11996.0
Technology,USA,26382.4,5761.84
Education,Japan,7875.9,1815.19
Education,Japan,33886.72,16413.61
Healthcare,Canada,31403.22,5435.2
Education,Japan,37370.41,8389.59
Education,Australia,9324.17,2834.15
Technology,Canada,10553.78,4698.66
Healthcare,India,44630.07,11901.41
Healthcare,China,37748.91,15006.93
Finance,Japan,45503.2,20137.42
Manufacturing,Australia,38177.05,8551.91
Finance,Japan,30260.61,7780.01
Finance,Brazil,33052.5,8019.28
Finance,Brazil,44567.27,19303.97
Healthcare,Australia,29361.53,3456.99
Technology,Australia,31987.17,7144.93
Education,Canada,8667.36,3222.21
Healthcare,Germany,24222.14,7900.71
Education,Australia,36103.46,9910.97
Education,China,14276.19,4510.98
Manufacturing,Australia,10910.45,1953.34
Finance,Brazil,16377.51,4459.38
Manufacturing,Japan,12833.53,3858.8
Finance,USA,11530.72,5309.62
Healthcare,China,21817.69,4458.1
Education,USA,45484.09,20337.36
Manufacturing,UK,25845.92,9245.0
Healthcare,Brazil,10208.1,1103.87
Healthcare,Australia,4771.61,1860.22
Finance,Australia,35111.65,4010.48
Education,Brazil,19757.14,9857.87
Finance,USA,41269.72,18532.36
Finance,Japan,33316.03,7294.13
Healthcare,Germany,40015.83,8121.79
Finance,Brazil,14325.36,3618.25
Technology,Germany,34925.59,8468.29
Education,Canada,13939.04,3469.92
Finance,India,47014.36,10686.86
Finance,Germany,32182.34,11214.04
Manufacturing,UK,16901.08,2800.6
Education,Japan,14206.08,6227.84
Education,Australia,10355.4,4400.64
Finance,Australia,35037.41,10181.64
Technology,USA,11717.07,5168.3
Manufacturing,China,30169.86,5999.52
Technology,China,13967.12,1494.85
Finance,UK,33436.48,11625.3
Education,Brazil,40932.05,11590.47
Education,Canada,39123.24,12788.05
Technology,UK,38281.72,17599.47
Healthcare,Canada,10198.4,4976.51
Finance,Canada,5330.86,1885.96
Education,Brazil,35248.49,14297.57
Healthcare,China,19049.01,2543.49
Education,France,22184.97,3644.68
Education,India,2526.31,993.55
Healthcare,France,13719.25,3739.13
Technology,USA,2650.14,737.76
Finance,Australia,44080.1,9849.39
Healthcare,Germany,12926.44,4433.03
Healthcare,Australia,28309.52,4927.73
Education,USA,2909.99,1020.73
Healthcare,Canada,33675.52,5708.66
Finance,Canada,16828.34,2112.47
Technology,China,44998.04,10445.98
Technology,France,44517.79,8567.72
Technology,Australia,16939.24,7717.46
Finance,Brazil,45147.08,5507.1
Education,Canada,49811.73,8500.15
Finance,Brazil,41445.37,13241.29
Healthcare,Japan,42398.7,12398.52
Manufacturing,Australia,13201.43,1562.27
Manufacturing,India,29258.42,3010.72
Manufacturing,China,4295.54,2127.27
Technology,India,5650.98,2054.32
Finance,Brazil,49945.74,12294.77
Finance,India,17005.32,4900.47
Technology,Japan,37661.01,7781.52
Healthcare,India,40526.59,9643.28
Manufacturing,India,43043.14,15479.08
Manufacturing,Canada,49883.79,22603.58
Technology,Canada,12833.33,2228.53
Manufacturing,USA,2977.19,1298.49
Education,Australia,21148.38,3143.13
Finance,Canada,7373.95,1371.53
Manufacturing,China,2098.87,241.1
Manufacturing,Germany,18660.91,2917.16
Education,France,39403.17,18398.18
Healthcare,France,28742.85,8156.52
Healthcare,France,16326.12,2139.81
Education,Canada,33062.76,15998.76
Healthcare,Japan,12368.89,5585.75
Technology,USA,1704.69,685.07
Education,UK,38453.32,18203.38
Finance,Canada,31563.41,5935.56
Finance,Brazil,38352.83,16666.13
Finance,Canada,2907.96,1093.38
Manufacturing,Japan,42018.86,18820.4
Education,France,31356.78,13131.11
Education,Japan,28606.37,6825.42
Healthcare,Canada,31606.09,12950.89
Education,Canada,43357.23,8887.47
Education,China,29759.89,6887.54
Healthcare,Germany,29466.57,4218.5
Education,Germany,49543.28,23485.03
Education,China,38079.78,8240.52
Technology,India,22672.4,6988.74
Healthcare,China,35662.45,9148.6
Technology,Germany,20072.29,9714.41
Manufacturing,Germany,12214.9,2858.53
Healthcare,China,30245.74,12443.65
Education,Germany,46480.92,20552.31
Education,Canada,46527.84,12759.91
Technology,China,17753.36,4460.86
Technology,Germany,26856.2,10718.26
Manufacturing,UK,11370.16,5288.92
Manufacturing,China,49785.92,20012.58
Education,Canada,49074.78,9365.95
Finance,India,32825.94,14946.41
Manufacturing,Canada,40416.29,10307.47
Education,France,36039.91,11910.89
Manufacturing,France,30064.75,13005.24
Healthcare,India,3614.05,633.75
Technology,USA,23283.45,9634.79
Education,Brazil,34064.53,11529.65
Manufacturing,Japan,34199.05,15640.48
Technology,France,19283.01,3254.74
Finance,Japan,47142.91,12647.16
Manufacturing,Japan,9200.49,3985.08
Education,Brazil,25517.61,2748.06
Healthcare,France,34853.31,5049.57
Technology,India,35159.65,17447.14
Technology,USA,32783.31,6955.23
Healthcare,Japan,14489.12,7102.82
Education,UK,8654.12,1497.27
Finance,Germany,32161.08,7861.38
Healthcare,France,30365.8,12181.17
Finance,India,9788.44,3554.3
Education,Australia,35551.82,11819.16
Manufacturing,Canada,23303.43,7269.73
Manufacturing,India,33720.27,14748.44
Education,China,42030.99,8153.15
Finance,USA,9316.69,2580.62
Healthcare,Canada,1938.1,314.32
Education,China,39176.03,13256.25
Education,Germany,30875.17,6181.76
Manufacturing,Canada,35282.34,8239.73
Healthcare,USA,42069.59,12137.09
Manufacturing,China,40337.74,4465.72
Finance,Germany,48085.09,6576.85
Finance,Japan,27260.82,10205.68
Technology,Australia,24936.29,6772.4
Education,India,20692.47,9227.11
Healthcare,Japan,8530.86,3223.55
Healthcare,China,29057.75,2999.93
Manufacturing,Japan,14573.61,5052.45
Manufacturing,China,46144.07,6344.35
Healthcare,UK,29576.35,12196.5
Manufacturing,Brazil,30049.17,14922.51
Technology,Germany,18391.31,5746.91
Education,Japan,3547.48,1323.61
Technology,Brazil,2555.44,498.12
Finance,USA,21743.42,5980.29
Healthcare,UK,5143.7,2275.77
Technology,France,30735.5,5131.88
Technology,Brazil,44167.68,9108.0
Manufacturing,USA,44262.83,12312.74
Manufacturing,France,33293.23,12814.55
Manufacturing,USA,11350.36,2841.6
Finance,Germany,43286.84,20392.13
Technology,France,44418.58,6120.12
Education,USA,10636.03,2641.16
Manufacturing,UK,37133.88,14243.87
Finance,Japan,15039.46,2863.43
Finance,USA,40329.38,14622.03
Manufacturing,Australia,49864.66,8261.91
Healthcare,Australia,2471.27,302.46
Technology,France,44970.93,6673.97
Manufacturing,France,31508.9,14872.01
Education,USA,48695.75,15616.74
Technology,Canada,23785.47,9955.13
Finance,Australia,42522.01,9910.26
Education,UK,4057.31,1367.57
Technology,Canada,17428.67,5193.41
Education,Germany,4283.81,2048.93
Finance,Brazil,48791.81,19469.39
Manufacturing,UK,41031.72,16093.34
Education,USA,42774.82,5070.58
Manufacturing,UK,46960.3,15021.09
Finance,Germany,5170.07,1482.76
Finance,USA,19894.28,9372.93
Education,Germany,4480.71,909.3
Education,Japan,11328.86,2355.65
Finance,Australia,12238.92,3237.67
Education,UK,23986.25,4733.64
Education,USA,14159.55,2147.63
Education,Canada,5947.93,2634.73
Education,UK,9207.06,2976.74
Technology,Brazil,8216.5,3652.61
Finance,UK,48680.76,21052.19
Finance,UK,38205.33,8130.74
Healthcare,USA,48420.31,15450.68
Manufacturing,UK,22547.28,3005.26
Healthcare,India,14640.06,6823.74
Education,Brazil,40116.37,10498.66
Education,Australia,16986.44,4373.51
Technology,Germany,15669.79,3464.62
Technology,France,12392.79,3522.84
Technology,China,7354.27,1476.03
Technology,China,13566.69,3390.87
Technology,USA,18410.67,7732.09
Technology,Japan,34025.72,14757.03
Technology,Brazil,4065.68,901.25
Technology,UK,11314.84,3254.21
Technology,India,40642.16,18269.78
Finance,Australia,8199.17,992.67
Technology,Brazil,17789.61,8105.98
Manufacturing,Australia,43368.29,8139.09
Technology,Australia,8591.34,3190.96
Education,Germany,5054.1,1683.12
Education,USA,24742.36,7946.66
Technology,Canada,15818.56,7019.39
Technology,UK,28607.01,4022.97
Education,Australia,40386.44,9644.73
Manufacturing,China,7720.28,2434.21
Healthcare,Japan,29454.26,12503.79
Finance,France,25769.93,4808.08
Education,Brazil,8059.86,3394.59
Technology,France,31575.93,8205.17
Finance,Germany,14408.38,2529.62
Technology,UK,24903.88,10051.07
Healthcare,France,5031.34,686.07
Healthcare,Canada,23519.62,7194.81
Education,Germany,16016.71,2010.9
Finance,China,41296.68,10017.22
Finance,Canada,3791.96,1290.9
Healthcare,USA,21511.76,6936.38
Technology,Canada,23463.14,6144.11
Education,India,36525.3,9920.97
Manufacturing,India,29140.09,5557.24
Healthcare,Australia,33693.4,9513.44
Healthcare,Canada,39075.41,18807.07
Education,Japan,43247.95,19036.93
Technology,China,16379.9,2589.55
Finance,USA,27363.11,3062.27
Healthcare,China,42165.3,19961.46
Education,India,49483.11,15374.4
Education,Brazil,44586.45,14050.76
Education,India,19201.9,7916.7
Finance,Germany,10563.16,2385.96
Healthcare,India,24980.23,7313.29
Education,Germany,37340.43,18202.16
Finance,Japan,25135.88,9271.61
Technology,France,24675.86,3985.1
Manufacturing,China,42073.29,6449.44
Healthcare,India,18708.79,3399.5
Finance,Australia,43129.94,17540.29
Manufacturing,Japan,20933.44,4566.65
Manufacturing,Australia,17083.42,1854.5
Finance,France,23245.51,11103.67
Finance,India,38359.9,6440.07
Finance,China,7174.1,744.84
Education,Australia,10624.54,2070.22
Technology,India,47620.8,9238.98
Education,Australia,9599.09,2580.26
Manufacturing,China,28818.64,13491.62
Manufacturing,Germany,29386.41,13273.08
Manufacturing,Germany,24991.6,7066.57
Finance,Brazil,32592.52,8616.16
Healthcare,China,12261.51,3948.25
Education,USA,28080.45,5542.56
Healthcare,Germany,19236.49,2325.19
Technology,USA,33421.7,15898.35
Technology,Japan,7919.95,1383.45
Education,Canada,28972.99,5196.6
Manufacturing,China,10078.25,2912.45
Technology,India,14653.51,4346.9
Healthcare,Japan,11716.78,1258.07
Healthcare,UK,9959.05,1585.3
Finance,Australia,41459.84,10417.28
Manufacturing,France,14999.67,5602.26
Finance,Brazil,46429.07,8885.01
Education,India,48526.4,13063.59
Technology,UK,28991.76,9362.54
Finance,USA,8007.06,3646.71
Finance,India,19352.86,4459.45
Education,India,40088.88,6150.57
Healthcare,China,19002.15,5619.1
Healthcare,China,5263.84,2098.63
Education,India,28282.46,4071.09
Healthcare,USA,42410.92,11445.58
Education,Germany,40000.39,4284.6
Healthcare,France,9581.03,1086.72
Education,Japan,33965.47,9958.04
Healthcare,Australia,11804.71,2588.52
Finance,Australia,11692.17,5121.67
Finance,Brazil,43829.52,14939.8
Healthcare,France,13233.78,3726.28
