Market Segment,Country/Region,Sales,Profit
Finance,UK,45514.08,20847.59
Education,Germany,29586.2,10493.27
Finance,Japan,20641.72,7133.23
Technology,Japan,23638.28,2994.04
Manufacturing,India,47416.88,14574.21
Finance,Canada,8514.22,1362.85
Education,USA,29725.26,11740.69
Technology,France,25788.55,7862.64
Healthcare,China,30961.26,11520.41
Healthcare,Australia,1887.4,220.2
Education,Germany,43734.07,5856.73
Technology,Germany,46673.8,18040.79
Manufacturing,UK,28691.53,3696.44
Finance,UK,35135.89,4515.06
Technology,Australia,46202.47,4844.02
Healthcare,Germany,35654.69,17206.97
Education,Brazil,8474.41,3347.42
Education,France,29238.13,7055.18
Finance,Germany,30729.04,6717.8
Education,Canada,21782.4,5225.19
Education,Australia,37085.77,15200.03
Technology,Brazil,46783.98,17055.02
Manufacturing,France,46352.86,8069.02
Finance,Germany,23091.13,3917.27
Technology,China,6548.66,912.61
Manufacturing,India,49257.22,17935.59
Technology,Canada,42106.01,17084.47
Technology,China,7108.47,1464.48
Education,UK,46121.25,4998.53
Manufacturing,UK,43624.92,5796.39
Finance,Germany,26423.06,12871.84
Finance,UK,29972.5,6539.34
Manufacturing,Canada,20551.13,8378.48
Education,France,3683.32,1288.67
Healthcare,Japan,17424.66,4404.53
Technology,USA,40339.82,7352.94
Education,Australia,1226.97,182.27
Manufacturing,France,17341.46,6000.23
Technology,Japan,20510.27,8406.2
Finance,Brazil,27332.38,9773.01
Healthcare,Canada,46072.93,14380.32
Finance,China,17970.95,2098.66
Manufacturing,Japan,18000.71,8773.46
Technology,Canada,37137.56,15578.67
Manufacturing,India,23158.68,5028.42
Technology,China,12005.64,5906.63
Education,UK,23169.54,7895.08
Healthcare,UK,7901.99,2631.12
Education,China,9642.96,3849.75
Education,Brazil,25420.02,10796.08
Manufacturing,Brazil,21527.35,7805.63
Healthcare,Brazil,45827.45,6930.87
Technology,Japan,18757.3,4413.72
Technology,Australia,29448.83,13877.27
Finance,Japan,31980.95,6071.46
Technology,Germany,1641.63,408.55
Manufacturing,USA,33513.33,9143.47
Education,China,9723.76,2681.44
Education,France,48092.45,16600.35
Education,USA,8284.47,3953.6
Healthcare,India,21316.58,4183.96
Technology,Japan,5182.13,770.07
Manufacturing,Japan,49846.84,8922.0
Healthcare,Canada,25607.56,11645.55
Finance,USA,30173.87,10812.03
Manufacturing,Canada,4286.75,918.92
Manufacturing,France,37748.06,16094.97
Manufacturing,Canada,11285.37,5016.89
Education,USA,45004.66,19739.3
Manufacturing,China,11051.84,5167.52
Technology,India,10343.7,2078.01
Manufacturing,Japan,2790.93,1122.0
Education,France,24131.28,6858.49
Manufacturing,Japan,28677.22,12526.19
Finance,Germany,4219.72,1651.58
Finance,India,39000.85,16012.93
Education,Australia,23211.15,8413.22
Technology,Canada,26695.12,4564.11
Technology,UK,22597.37,7186.21
Healthcare,USA,20637.39,10192.14
Education,Japan,28422.38,13499.36
Manufacturing,Canada,8606.77,1009.31
Education,France,9914.48,1645.07
Healthcare,Japan,43227.5,6600.47
Education,Australia,47359.66,18488.83
Education,India,19292.16,8239.95
Healthcare,India,14266.49,2645.07
Technology,Japan,32555.98,9843.01
Manufacturing,France,21027.97,9174.11
Healthcare,India,2243.93,882.14
Finance,India,8651.48,2741.61
Technology,Australia,36082.64,12128.79
Finance,USA,33287.27,10097.5
Technology,France,2327.7,509.81
Manufacturing,France,11876.64,3871.89
Manufacturing,China,12322.67,4627.83
Education,China,33922.74,15242.48
Finance,India,1965.82,696.91
Technology,UK,6101.32,2467.67
Manufacturing,China,40195.89,6593.28
Healthcare,India,9748.69,2774.7
Manufacturing,Brazil,32984.56,3421.58
Healthcare,Germany,12670.96,2517.36
Technology,Germany,5872.63,2293.76
Manufacturing,France,12915.44,6415.41
Manufacturing,UK,36391.08,5082.79
Technology,Australia,42929.13,11187.23
Manufacturing,USA,41680.77,17507.11
Healthcare,China,20461.99,3716.19
Manufacturing,Brazil,33736.17,10864.19
Finance,India,11044.23,4342.91
Education,UK,15364.24,5322.08
Healthcare,France,44920.46,7870.51
Finance,China,1637.09,396.43
Technology,UK,5189.92,2146.12
Healthcare,China,11186.43,3598.57
Education,USA,2300.08,234.82
Education,USA,9890.34,3999.62
Technology,Australia,29569.04,3374.55
Technology,Germany,21649.8,8622.98
Healthcare,Canada,44740.91,8097.76
Manufacturing,Canada,41054.73,19838.85
Technology,China,17749.05,4387.14
Manufacturing,Australia,13711.75,3164.3
Finance,Canada,19604.93,3128.07
Education,France,29924.45,6650.46
Manufacturing,Canada,14135.12,6370.14
Education,Japan,31583.3,15745.34
Manufacturing,India,21061.17,5208.93
Finance,Australia,28050.31,7838.5
Technology,France,22370.2,8698.17
Finance,UK,15428.82,7012.07
Technology,France,47474.21,16009.15
Technology,Germany,38416.68,9858.12
Education,UK,7865.55,2084.75
Finance,Brazil,43554.93,16474.53
Manufacturing,India,24884.13,2520.45
Finance,India,44833.06,15594.54
Education,India,40192.91,9734.61
Technology,India,21835.46,9120.21
Education,China,2101.0,288.25
Healthcare,India,14165.19,4749.32
Healthcare,India,27540.08,8052.42
Manufacturing,India,32040.43,11436.2
Education,Australia,13636.5,1717.4
Manufacturing,China,7828.45,2598.99
Manufacturing,USA,41911.58,13604.24
Healthcare,France,49235.71,15965.37
Manufacturing,France,26758.82,9135.33
Healthcare,UK,9412.29,3488.07
Technology,Australia,14343.06,6052.71
Education,Japan,1901.14,395.3
Manufacturing,France,45800.64,19695.18
Healthcare,Canada,6769.8,2026.22
Finance,Japan,29249.31,3826.49
Manufacturing,India,14428.71,1780.8
Technology,India,28154.72,6579.63
Technology,China,32919.6,13627.36
Finance,Japan,41657.35,15957.78
Healthcare,Canada,11114.64,4617.53
Manufacturing,China,1538.8,472.27
Healthcare,UK,7707.4,2127.85
Technology,Japan,45100.91,7170.19
Healthcare,Australia,43820.61,10134.7
Technology,India,30273.24,8282.99
Healthcare,India,30425.33,4120.81
Finance,Germany,33586.8,6322.54
Education,China,9593.19,3254.88
Finance,USA,45806.19,18059.79
Finance,USA,21519.76,10745.65
Education,China,19773.79,9357.85
Education,Australia,26426.97,9435.12
Manufacturing,Brazil,3301.33,886.41
Manufacturing,China,9147.89,3242.66
Finance,Australia,37163.65,15395.44
Finance,UK,5057.13,745.09
Technology,India,30554.45,8065.21
Technology,Canada,13022.11,5676.61
Manufacturing,Brazil,20075.49,5089.8
Manufacturing,Japan,15145.99,4979.23
Technology,Brazil,18427.96,6175.35
Technology,Canada,36233.25,6296.99
Healthcare,Germany,15558.96,3810.3
Healthcare,India,28753.83,6722.77
Technology,USA,24326.47,2687.56
Healthcare,Australia,33519.89,3676.35
Education,China,46904.66,20294.65
Manufacturing,China,36896.03,7719.7
Manufacturing,USA,11532.08,3543.02
Technology,Brazil,2527.97,554.87
Finance,India,13850.94,6596.81
Technology,France,30158.82,6143.92
Healthcare,Australia,3519.86,956.92
Finance,UK,25321.95,11371.89
Healthcare,Canada,30245.3,13210.34
Education,Brazil,17377.95,3031.42
Healthcare,Japan,38774.7,16326.37
Education,Germany,6223.31,1762.91
Education,China,4681.75,1372.63
Healthcare,Brazil,36681.25,5626.61
Healthcare,Germany,25279.07,3342.92
Education,Canada,34731.72,13586.2
Finance,China,22306.54,6660.39
Education,China,13073.7,3591.87
Manufacturing,France,41136.01,16117.23
Education,Brazil,40171.38,16317.82
Finance,India,35040.13,5731.28
Manufacturing,USA,14335.11,4932.57
Technology,USA,29921.3,4612.12
Technology,UK,18687.72,7485.37
Finance,Japan,5487.52,1990.77
Education,Germany,45948.37,22176.79
Healthcare,Brazil,7704.11,982.92
Finance,Australia,47561.63,5841.61
Manufacturing,Japan,22854.28,4865.1
